"nkill","iyear","imonth","gname","targtype1_txt","weaptype1_txt","attacktype1_txt","region","time_of_year"
2,1976,5,"Irish Republican Extremists","Private Citizens & Property","Firearms","Assassination","Western Europe","Spring"
1,1976,5,"Ulster Volunteer Force (UVF)","Business","Firearms","Armed Assault","Western Europe","Spring"
1,1976,5,"Irish Republican Army (IRA)","Transportation","Explosives","Bombing/Explosion","Western Europe","Spring"
1,1976,5,"Irish Republican Army (IRA)","Police","Firearms","Assassination","Western Europe","Spring"
1,1976,5,"Irish Republican Army (IRA)","Police","Firearms","Assassination","Western Europe","Spring"
1,1976,5,"Other","Private Citizens & Property","Explosives","Bombing/Explosion","Western Europe","Spring"
1,1976,5,"Ulster Volunteer Force (UVF)","Private Citizens & Property","Firearms","Assassination","Western Europe","Spring"
2,1976,5,"Protestant extremists","Business","Explosives","Hostage Taking (Barricade Incident)","Western Europe","Spring"
1,1976,5,"Protestant extremists","Business","Firearms","Assassination","Western Europe","Spring"
1,1976,6,"Other","Government (General)","Explosives","Assassination","Western Europe","Summer"
1,1976,6,"Irish Republican Army (IRA)","Police","Firearms","Assassination","Western Europe","Summer"
1,1976,6,"Irish Republican Army (IRA)","Terrorists/Non-State Militia","Firearms","Assassination","Western Europe","Summer"
1,1976,6,"Other","Private Citizens & Property","Firearms","Assassination","Western Europe","Summer"
1,1976,6,"Irish Republican Army (IRA)","Private Citizens & Property","Firearms","Assassination","Western Europe","Summer"
1,1976,6,"Ulster Freedom Fighters (UFF)","Private Citizens & Property","Firearms","Assassination","Western Europe","Summer"
1,1976,6,"Ulster Freedom Fighters (UFF)","Government (General)","Firearms","Assassination","Western Europe","Summer"
2,1976,6,"Irish Republican Extremists","Business","Explosives","Bombing/Explosion","Western Europe","Summer"
5,1976,6,"Ulster Volunteer Force (UVF)","Business","Firearms","Armed Assault","Western Europe","Summer"
1,1976,6,"Ulster Volunteer Force (UVF)","Private Citizens & Property","Explosives","Bombing/Explosion","Western Europe","Summer"
1,1976,6,"Protestant extremists","Private Citizens & Property","Firearms","Assassination","Western Europe","Summer"
1,1976,6,"Irish Republican Army (IRA)","Private Citizens & Property","Firearms","Assassination","Western Europe","Summer"
1,1976,6,"Irish Republican Extremists","Private Citizens & Property","Firearms","Assassination","Western Europe","Summer"
1,1976,6,"Basque Fatherland and Freedom (ETA)","Violent Political Party","Firearms","Assassination","Western Europe","Summer"
2,1976,6,"Ulster Freedom Fighters (UFF)","Private Citizens & Property","Firearms","Assassination","Western Europe","Summer"
1,1976,6,"Protestant extremists","Private Citizens & Property","Explosives","Bombing/Explosion","Western Europe","Summer"
1,1976,6,"Irish Republican Army (IRA)","Private Citizens & Property","Firearms","Assassination","Western Europe","Summer"
1,1976,6,"Irish Republican Army (IRA)","Terrorists/Non-State Militia","Firearms","Assassination","Western Europe","Summer"
1,1976,6,"Protestant extremists","Private Citizens & Property","Melee","Assassination","Western Europe","Summer"
1,1976,6,"Irish Republican Extremists","Private Citizens & Property","Firearms","Assassination","Western Europe","Summer"
1,1976,6,"Irish Republican Army (IRA)","Private Citizens & Property","Firearms","Assassination","Western Europe","Summer"
1,1976,6,"Irish Republican Army (IRA)","Private Citizens & Property","Firearms","Assassination","Western Europe","Summer"
1,1976,6,"Irish Republican Army (IRA)","Military","Explosives","Bombing/Explosion","Western Europe","Summer"
3,1976,6,"Other","Business","Firearms","Armed Assault","Western Europe","Summer"
1,1976,6,"Protestant extremists","Private Citizens & Property","Melee","Assassination","Western Europe","Summer"
1,1976,6,"Irish Republican Army (IRA)","Military","Firearms","Assassination","Western Europe","Summer"
1,1976,6,"Irish Republican Army (IRA)","Military","Firearms","Assassination","Western Europe","Summer"
1,1976,6,"Irish Republican Army (IRA)","Military","Explosives","Bombing/Explosion","Western Europe","Summer"
1,1976,7,"Irish Republican Army (IRA)","Private Citizens & Property","Firearms","Assassination","Western Europe","Summer"
6,1976,7,"Ulster Volunteer Force (UVF)","Business","Firearms","Armed Assault","Western Europe","Summer"
1,1976,7,"Irish Republican Army (IRA)","Military","Firearms","Assassination","Western Europe","Summer"
1,1976,7,"Irish Republican Army (IRA)","Private Citizens & Property","Firearms","Assassination","Western Europe","Summer"
1,1976,7,"Ulster Freedom Fighters (UFF)","Business","Firearms","Assassination","Western Europe","Summer"
2,1976,7,"Ulster Freedom Fighters (UFF)","Private Citizens & Property","Firearms","Assassination","Western Europe","Summer"
1,1976,7,"Other","Government (General)","Firearms","Assassination","Western Europe","Summer"
1,1976,7,"Irish Republican Extremists","Private Citizens & Property","Melee","Assassination","Western Europe","Summer"
1,1976,7,"Protestant extremists","Terrorists/Non-State Militia","Firearms","Assassination","Western Europe","Summer"
1,1976,7,"Irish Republican Army (IRA)","Private Citizens & Property","Explosives","Bombing/Explosion","Western Europe","Summer"
2,1976,7,"Irish Republican Army (IRA)","Government (Diplomatic)","Explosives","Assassination","Western Europe","Summer"
1,1976,7,"Irish Republican Army (IRA)","Military","Explosives","Bombing/Explosion","Western Europe","Summer"
1,1976,7,"Ulster Volunteer Force (UVF)","Private Citizens & Property","Firearms","Assassination","Western Europe","Summer"
3,1976,7,"Protestant extremists","Private Citizens & Property","Explosives","Bombing/Explosion","Western Europe","Summer"
1,1976,7,"Irish Republican Army (IRA)","Military","Explosives","Bombing/Explosion","Western Europe","Summer"
4,1976,7,"Other","Private Citizens & Property","Firearms","Armed Assault","Western Europe","Summer"
1,1976,7,"Irish Republican Army (IRA)","Police","Firearms","Assassination","Western Europe","Summer"
1,1976,8,"Ulster Freedom Fighters (UFF)","Private Citizens & Property","Firearms","Assassination","Western Europe","Summer"
1,1976,8,"Ulster Volunteer Force (UVF)","Private Citizens & Property","Melee","Assassination","Western Europe","Summer"
1,1976,8,"Irish National Liberation Army (INLA)","Military","Firearms","Assassination","Western Europe","Summer"
1,1976,8,"Irish Republican Army (IRA)","Military","Explosives","Bombing/Explosion","Western Europe","Summer"
1,1976,8,"Irish Republican Army (IRA)","Military","Firearms","Armed Assault","Western Europe","Summer"
2,1976,8,"Protestant extremists","Private Citizens & Property","Explosives","Bombing/Explosion","Western Europe","Summer"
1,1976,8,"Ulster Freedom Fighters (UFF)","Terrorists/Non-State Militia","Firearms","Assassination","Western Europe","Summer"
1,1976,8,"Irish Republican Army (IRA)","Private Citizens & Property","Explosives","Assassination","Western Europe","Summer"
1,1976,8,"Irish Republican Army (IRA)","Terrorists/Non-State Militia","Firearms","Assassination","Western Europe","Summer"
1,1976,8,"Irish Republican Army (IRA)","Police","Firearms","Assassination","Western Europe","Summer"
3,1976,8,"Protestant extremists","Private Citizens & Property","Incendiary","Assassination","Western Europe","Summer"
1,1976,8,"Protestant extremists","Private Citizens & Property","Firearms","Assassination","Western Europe","Summer"
1,1976,9,"Other","Police","Firearms","Assassination","Western Europe","Autumn"
1,1976,9,"Irish Republican Army (IRA)","Private Citizens & Property","Firearms","Assassination","Western Europe","Autumn"
1,1976,9,"Protestant extremists","Private Citizens & Property","Firearms","Assassination","Western Europe","Autumn"
1,1976,9,"Ulster Freedom Fighters (UFF)","Terrorists/Non-State Militia","Firearms","Assassination","Western Europe","Autumn"
1,1976,9,"Irish Republican Army (IRA)","Telecommunication","Explosives","Bombing/Explosion","Western Europe","Autumn"
1,1976,9,"Irish Republican Army (IRA)","Police","Explosives","Bombing/Explosion","Western Europe","Autumn"
1,1976,9,"Ulster Freedom Fighters (UFF)","Private Citizens & Property","Firearms","Assassination","Western Europe","Autumn"
1,1976,9,"Irish Republican Army (IRA)","Police","Firearms","Assassination","Western Europe","Autumn"
1,1976,9,"Protestant extremists","Private Citizens & Property","Firearms","Assassination","Western Europe","Autumn"
2,1976,9,"Irish Republican Extremists","Business","Firearms","Armed Assault","Western Europe","Autumn"
2,1976,9,"Irish National Liberation Army (INLA)","Private Citizens & Property","Firearms","Assassination","Western Europe","Autumn"
1,1976,9,"Protestant extremists","Private Citizens & Property","Firearms","Assassination","Western Europe","Autumn"
1,1976,9,"Protestant extremists","Private Citizens & Property","Firearms","Assassination","Western Europe","Autumn"
4,1976,10,"Other","Police","Firearms","Armed Assault","Western Europe","Autumn"
1,1976,10,"Ulster Freedom Fighters (UFF)","Private Citizens & Property","Firearms","Assassination","Western Europe","Autumn"
4,1976,10,"Basque Fatherland and Freedom (ETA)","Government (General)","Firearms","Assassination","Western Europe","Autumn"
2,1976,10,"Protestant extremists","Private Citizens & Property","Firearms","Assassination","Western Europe","Autumn"
1,1976,10,"Irish Republican Army (IRA)","Police","Explosives","Bombing/Explosion","Western Europe","Autumn"
1,1976,10,"Irish Republican Army (IRA)","Police","Firearms","Assassination","Western Europe","Autumn"
1,1976,10,"Irish Republican Army (IRA)","Business","Incendiary","Facility/Infrastructure Attack","Western Europe","Autumn"
1,1976,10,"Protestant extremists","Private Citizens & Property","Melee","Assassination","Western Europe","Autumn"
1,1976,10,"Ulster Volunteer Force (UVF)","Private Citizens & Property","Firearms","Assassination","Western Europe","Autumn"
2,1976,10,"Irish Republican Army (IRA)","Private Citizens & Property","Firearms","Assassination","Western Europe","Autumn"
1,1976,10,"Ulster Volunteer Force (UVF)","Tourists","Firearms","Assassination","Western Europe","Autumn"
3,1976,10,"Irish Republican Army (IRA)","Terrorists/Non-State Militia","Explosives","Bombing/Explosion","Western Europe","Autumn"
1,1976,10,"Protestant extremists","Private Citizens & Property","Firearms","Assassination","Western Europe","Autumn"
2,1976,10,"Irish Republican Army (IRA)","Military","Firearms","Assassination","Western Europe","Autumn"
1,1976,10,"Irish Republican Army (IRA)","Military","Firearms","Assassination","Western Europe","Autumn"
1,1976,10,"Protestant extremists","Government (General)","Firearms","Assassination","Western Europe","Autumn"
1,1976,10,"Irish Republican Army (IRA)","Military","Firearms","Assassination","Western Europe","Autumn"
1,1976,10,"Irish Republican Army (IRA)","Military","Firearms","Assassination","Western Europe","Autumn"
1,1976,10,"Ulster Volunteer Force (UVF)","Private Citizens & Property","Firearms","Assassination","Western Europe","Autumn"
2,1976,10,"Ulster Volunteer Force (UVF)","Private Citizens & Property","Firearms","Armed Assault","Western Europe","Autumn"
1,1976,11,"Irish Republican Army (IRA)","Police","Firearms","Assassination","Western Europe","Autumn"
1,1976,11,"Other","Business","Firearms","Armed Assault","Western Europe","Autumn"
1,1976,11,"Irish Republican Extremists","Private Citizens & Property","Firearms","Assassination","Western Europe","Autumn"
1,1976,11,"Irish Republican Extremists","Private Citizens & Property","Firearms","Assassination","Western Europe","Autumn"
1,1976,11,"Protestant extremists","Private Citizens & Property","Firearms","Assassination","Western Europe","Autumn"
1,1976,11,"Protestant extremists","Private Citizens & Property","Firearms","Assassination","Western Europe","Autumn"
1,1976,11,"Ulster Volunteer Force (UVF)","Private Citizens & Property","Firearms","Assassination","Western Europe","Autumn"
1,1976,11,"Irish Republican Army (IRA)","Military","Firearms","Assassination","Western Europe","Autumn"
1,1976,11,"Irish Republican Extremists","Private Citizens & Property","Firearms","Assassination","Western Europe","Autumn"
1,1976,11,"Irish Republican Army (IRA)","Military","Firearms","Assassination","Western Europe","Autumn"
1,1976,11,"Protestant extremists","Private Citizens & Property","Firearms","Hostage Taking (Kidnapping)","Western Europe","Autumn"
1,1976,11,"Irish Republican Army (IRA)","Military","Firearms","Assassination","Western Europe","Autumn"
1,1976,11,"Ulster Freedom Fighters (UFF)","Private Citizens & Property","Firearms","Assassination","Western Europe","Autumn"
1,1976,11,"Irish Republican Army (IRA)","Military","Firearms","Assassination","Western Europe","Autumn"
1,1976,11,"Ulster Freedom Fighters (UFF)","Private Citizens & Property","Firearms","Assassination","Western Europe","Autumn"
1,1976,11,"Irish Republican Extremists","Business","Firearms","Assassination","Western Europe","Autumn"
1,1976,11,"Irish National Liberation Army (INLA)","Military","Firearms","Assassination","Western Europe","Autumn"
1,1976,11,"Other","Business","Firearms","Assassination","Western Europe","Autumn"
1,1976,11,"Irish Republican Army (IRA)","Private Citizens & Property","Explosives","Bombing/Explosion","Western Europe","Autumn"
1,1976,11,"Irish Republican Army (IRA)","Private Citizens & Property","Explosives","Bombing/Explosion","Western Europe","Autumn"
1,1976,11,"Ulster Freedom Fighters (UFF)","Private Citizens & Property","Firearms","Assassination","Western Europe","Autumn"
1,1976,12,"Irish Republican Army (IRA)","Police","Firearms","Assassination","Western Europe","Winter"
1,1976,12,"Protestant extremists","Private Citizens & Property","Firearms","Assassination","Western Europe","Winter"
1,1976,12,"Irish Republican Army (IRA)","Military","Firearms","Assassination","Western Europe","Winter"
1,1976,12,"Irish Republican Army (IRA)","Business","Explosives","Bombing/Explosion","Western Europe","Winter"
1,1976,12,"Other","Police","Firearms","Assassination","Western Europe","Winter"
1,1976,12,"Irish Republican Army (IRA)","Police","Firearms","Assassination","Western Europe","Winter"
1,1976,12,"Irish Republican Extremists","Business","Explosives","Bombing/Explosion","Western Europe","Winter"
1,1976,12,"Other","Police","Firearms","Assassination","Western Europe","Winter"
1,1976,12,"Other","Private Citizens & Property","Explosives","Bombing/Explosion","Western Europe","Winter"
1,1976,12,"Other","Business","Firearms","Armed Assault","Western Europe","Winter"
1,1976,12,"Ulster Volunteer Force (UVF)","Private Citizens & Property","Melee","Assassination","Western Europe","Winter"
1,1976,12,"Irish National Liberation Army (INLA)","Police","Explosives","Bombing/Explosion","Western Europe","Winter"
1,1977,1,"Basque Fatherland and Freedom (ETA)","Military","Firearms","Assassination","Western Europe","Winter"
1,1977,1,"Irish Republican Army (IRA)","Military","Firearms","Assassination","Western Europe","Winter"
1,1977,1,"Irish Republican Army (IRA)","Private Citizens & Property","Explosives","Bombing/Explosion","Western Europe","Winter"
1,1977,1,"Irish Republican Army (IRA)","Military","Firearms","Armed Assault","Western Europe","Winter"
1,1977,1,"Irish Republican Army (IRA)","Military","Explosives","Bombing/Explosion","Western Europe","Winter"
1,1977,1,"Irish Republican Army (IRA)","Military","Firearms","Armed Assault","Western Europe","Winter"
1,1977,1,"Irish Republican Army (IRA)","Police","Explosives","Bombing/Explosion","Western Europe","Winter"
1,1977,1,"Irish Republican Army (IRA)","Private Citizens & Property","Incendiary","Facility/Infrastructure Attack","Western Europe","Winter"
1,1977,1,"Ulster Freedom Fighters (UFF)","Private Citizens & Property","Firearms","Assassination","Western Europe","Winter"
1,1977,1,"Other","Private Citizens & Property","Explosives","Bombing/Explosion","Western Europe","Winter"
2,1977,1,"Protestant extremists","Private Citizens & Property","Firearms","Assassination","Western Europe","Winter"
1,1977,1,"Irish National Liberation Army (INLA)","Military","Firearms","Assassination","Western Europe","Winter"
9,1977,1,"Other","Business","Firearms","Armed Assault","Western Europe","Winter"
1,1977,1,"Irish Republican Army (IRA)","Police","Firearms","Assassination","Western Europe","Winter"
1,1977,1,"Other","Police","Firearms","Armed Assault","Western Europe","Winter"
2,1977,1,"Other","Police","Firearms","Armed Assault","Western Europe","Winter"
1,1977,2,"Irish Republican Army (IRA)","Business","Firearms","Assassination","Western Europe","Winter"
1,1977,2,"Ulster Volunteer Force (UVF)","Private Citizens & Property","Melee","Armed Assault","Western Europe","Winter"
1,1977,2,"Irish Republican Army (IRA)","Police","Firearms","Armed Assault","Western Europe","Winter"
1,1977,2,"Other","Police","Firearms","Assassination","Western Europe","Winter"
1,1977,2,"Irish Republican Army (IRA)","Police","Firearms","Assassination","Western Europe","Winter"
1,1977,2,"Other","Police","Firearms","Armed Assault","Western Europe","Winter"
1,1977,2,"Ulster Freedom Fighters (UFF)","Private Citizens & Property","Firearms","Assassination","Western Europe","Winter"
1,1977,2,"Irish Republican Army (IRA)","Military","Firearms","Assassination","Western Europe","Winter"
1,1977,2,"Irish Republican Army (IRA)","Police","Firearms","Armed Assault","Western Europe","Winter"
1,1977,2,"Ulster Volunteer Force (UVF)","Police","Firearms","Assassination","Western Europe","Winter"
1,1977,2,"Irish Republican Army (IRA)","Government (General)","Firearms","Assassination","Western Europe","Winter"
2,1977,2,"Ulster Volunteer Force (UVF)","Terrorists/Non-State Militia","Explosives","Bombing/Explosion","Western Europe","Winter"
1,1977,2,"Irish Republican Army (IRA)","Private Citizens & Property","Firearms","Armed Assault","Western Europe","Winter"
1,1977,3,"Irish Republican Army (IRA)","Business","Firearms","Armed Assault","Western Europe","Spring"
2,1977,3,"Irish Republican Army (IRA)","Military","Firearms","Armed Assault","Western Europe","Spring"
1,1977,3,"Irish Republican Army (IRA)","Government (General)","Firearms","Armed Assault","Western Europe","Spring"
1,1977,3,"Protestant extremists","Private Citizens & Property","Firearms","Armed Assault","Western Europe","Spring"
1,1977,3,"Irish Republican Army (IRA)","Military","Firearms","Assassination","Western Europe","Spring"
1,1977,3,"Irish Republican Army (IRA)","Private Citizens & Property","Explosives","Bombing/Explosion","Western Europe","Spring"
1,1977,3,"Other","Police","Firearms","Assassination","Western Europe","Spring"
1,1977,3,"Irish Republican Army (IRA)","Police","Firearms","Armed Assault","Western Europe","Spring"
1,1977,3,"Irish Republican Army (IRA)","Business","Firearms","Assassination","Western Europe","Spring"
1,1977,3,"Irish Republican Army (IRA)","Military","Firearms","Assassination","Western Europe","Spring"
1,1977,3,"Irish Republican Army (IRA)","Military","Firearms","Armed Assault","Western Europe","Spring"
1,1977,3,"Ulster Freedom Fighters (UFF)","Private Citizens & Property","Firearms","Armed Assault","Western Europe","Spring"
1,1977,3,"Ulster Volunteer Force (UVF)","Private Citizens & Property","Explosives","Bombing/Explosion","Western Europe","Spring"
1,1977,3,"Irish Republican Army (IRA)","Private Citizens & Property","Firearms","Assassination","Western Europe","Spring"
1,1977,3,"Ulster Volunteer Force (UVF)","Private Citizens & Property","Firearms","Assassination","Western Europe","Spring"
1,1977,4,"Other","Private Citizens & Property","Firearms","Armed Assault","Western Europe","Spring"
1,1977,4,"Irish Republican Army (IRA)","Military","Explosives","Bombing/Explosion","Western Europe","Spring"
1,1977,4,"Irish Republican Army (IRA)","Military","Firearms","Assassination","Western Europe","Spring"
3,1977,4,"Other","Government (General)","Firearms","Assassination","Western Europe","Spring"
2,1977,4,"Irish Republican Army (IRA)","Police","Firearms","Armed Assault","Western Europe","Spring"
1,1977,4,"Ulster Volunteer Force (UVF)","Private Citizens & Property","Explosives","Bombing/Explosion","Western Europe","Spring"
1,1977,4,"Irish Republican Army (IRA)","Private Citizens & Property","Firearms","Assassination","Western Europe","Spring"
1,1977,4,"Irish Republican Army (IRA)","Military","Firearms","Assassination","Western Europe","Spring"
1,1977,4,"Ulster Volunteer Force (UVF)","Private Citizens & Property","Firearms","Armed Assault","Western Europe","Spring"
2,1977,4,"Ulster Volunteer Force (UVF)","Private Citizens & Property","Explosives","Bombing/Explosion","Western Europe","Spring"
1,1977,4,"Other","Private Citizens & Property","Firearms","Armed Assault","Western Europe","Spring"
1,1977,4,"Ulster Volunteer Force (UVF)","Private Citizens & Property","Firearms","Armed Assault","Western Europe","Spring"
1,1977,4,"Other","Educational Institution","Firearms","Assassination","Western Europe","Spring"
1,1977,4,"Basque Fatherland and Freedom (ETA)","Police","Firearms","Assassination","Western Europe","Spring"
1,1977,4,"Basque Fatherland and Freedom (ETA)","Business","Firearms","Armed Assault","Western Europe","Spring"
1,1977,4,"Irish Republican Army (IRA)","Military","Firearms","Assassination","Western Europe","Spring"
1,1977,5,"Irish Republican Army (IRA)","Private Citizens & Property","Firearms","Armed Assault","Western Europe","Spring"
1,1977,5,"Irish Republican Army (IRA)","Private Citizens & Property","Firearms","Assassination","Western Europe","Spring"
1,1977,5,"Protestant extremists","Private Citizens & Property","Firearms","Armed Assault","Western Europe","Spring"
1,1977,5,"Ulster Freedom Fighters (UFF)","Private Citizens & Property","Firearms","Armed Assault","Western Europe","Spring"
1,1977,5,"Ulster Volunteer Force (UVF)","Military","Explosives","Bombing/Explosion","Western Europe","Spring"
1,1977,5,"Ulster Freedom Fighters (UFF)","Terrorists/Non-State Militia","Incendiary","Bombing/Explosion","Western Europe","Spring"
1,1977,5,"Irish Republican Army (IRA)","Government (General)","Firearms","Assassination","Western Europe","Spring"
1,1977,5,"Irish Republican Army (IRA)","Military","Firearms","Assassination","Western Europe","Spring"
1,1977,5,"Basque Fatherland and Freedom (ETA)","Police","Firearms","Assassination","Western Europe","Spring"
1,1977,5,"Irish Republican Army (IRA)","Police","Firearms","Assassination","Western Europe","Spring"
1,1977,5,"Irish Republican Army (IRA)","Police","Firearms","Armed Assault","Western Europe","Spring"
1,1977,5,"Irish Republican Army (IRA)","Private Citizens & Property","Firearms","Assassination","Western Europe","Spring"
3,1977,6,"Irish Republican Army (IRA)","Police","Firearms","Armed Assault","Western Europe","Summer"
2,1977,6,"Other","Police","Firearms","Assassination","Western Europe","Summer"
2,1977,6,"Other","Military","Firearms","Armed Assault","Western Europe","Summer"
1,1977,6,"Irish Republican Army (IRA)","Military","Firearms","Assassination","Western Europe","Summer"
1,1977,6,"Other","Government (Diplomatic)","Firearms","Assassination","Western Europe","Summer"
1,1977,6,"Other","Transportation","Explosives","Bombing/Explosion","Eastern Europe","Summer"
1,1977,6,"Other","Government (General)","Explosives","Assassination","Western Europe","Summer"
1,1977,6,"Irish Republican Army (IRA)","Private Citizens & Property","Firearms","Assassination","Western Europe","Summer"
2,1977,6,"Irish Republican Army (IRA)","Military","Firearms","Armed Assault","Western Europe","Summer"
1,1977,7,"Irish Republican Army (IRA)","Police","Firearms","Armed Assault","Western Europe","Summer"
1,1977,7,"Ulster Freedom Fighters (UFF)","Terrorists/Non-State Militia","Firearms","Assassination","Western Europe","Summer"
1,1977,7,"Irish Republican Army (IRA)","Police","Firearms","Assassination","Western Europe","Summer"
1,1977,7,"Irish Republican Army (IRA)","Military","Firearms","Assassination","Western Europe","Summer"
1,1977,7,"Irish Republican Army (IRA)","Private Citizens & Property","Firearms","Assassination","Western Europe","Summer"
1,1977,7,"Other","Private Citizens & Property","Firearms","Assassination","Western Europe","Summer"
1,1977,7,"Other","Terrorists/Non-State Militia","Firearms","Armed Assault","Western Europe","Summer"
1,1977,7,"Other","Private Citizens & Property","Firearms","Armed Assault","Western Europe","Summer"
1,1977,8,"Irish Republican Army (IRA)","Military","Firearms","Armed Assault","Western Europe","Summer"
1,1977,8,"Irish Republican Army (IRA)","Military","Firearms","Armed Assault","Western Europe","Summer"
1,1977,8,"Other","Government (General)","Explosives","Assassination","Western Europe","Summer"
1,1977,8,"Irish Republican Army (IRA)","Military","Firearms","Armed Assault","Western Europe","Summer"
1,1977,8,"Irish Republican Army (IRA)","Military","Firearms","Armed Assault","Western Europe","Summer"
1,1977,9,"Irish Republican Army (IRA)","Private Citizens & Property","Firearms","Assassination","Western Europe","Autumn"
1,1977,9,"Irish Republican Army (IRA)","Business","Firearms","Armed Assault","Western Europe","Autumn"
1,1977,9,"Irish Republican Army (IRA)","Military","Firearms","Assassination","Western Europe","Autumn"
1,1977,9,"Irish Republican Army (IRA)","Military","Firearms","Assassination","Western Europe","Autumn"
1,1977,9,"Irish Republican Army (IRA)","Military","Firearms","Assassination","Western Europe","Autumn"
1,1977,9,"Other","Journalists & Media","Explosives","Bombing/Explosion","Western Europe","Autumn"
1,1977,9,"Other","Journalists & Media","Explosives","Bombing/Explosion","Western Europe","Autumn"
1,1977,9,"Other","Business","Firearms","Armed Assault","Western Europe","Autumn"
2,1977,9,"Other","Business","Firearms","Armed Assault","Western Europe","Autumn"
1,1977,9,"Other","Police","Firearms","Assassination","Western Europe","Autumn"
1,1977,9,"Other","Government (General)","Firearms","Assassination","Western Europe","Autumn"
1,1977,10,"Other","Government (General)","Firearms","Assassination","Western Europe","Autumn"
1,1977,10,"Irish Republican Army (IRA)","Government (General)","Firearms","Assassination","Western Europe","Autumn"
1,1977,10,"Other","Business","Firearms","Assassination","Western Europe","Autumn"
1,1977,10,"Irish Republican Army (IRA)","Private Citizens & Property","Firearms","Assassination","Western Europe","Autumn"
3,1977,10,"Basque Fatherland and Freedom (ETA)","Government (General)","Firearms","Assassination","Western Europe","Autumn"
1,1977,10,"Irish Republican Army (IRA)","Military","Firearms","Assassination","Western Europe","Autumn"
1,1977,10,"Other","Police","Firearms","Assassination","Western Europe","Autumn"
1,1977,10,"Irish Republican Army (IRA)","Private Citizens & Property","Firearms","Armed Assault","Western Europe","Autumn"
4,1977,10,"Other","Airports & Aircraft","Firearms","Hijacking","Western Europe","Autumn"
1,1977,10,"Basque Fatherland and Freedom (ETA)","Police","Firearms","Assassination","Western Europe","Autumn"
1,1977,10,"Irish Republican Army (IRA)","Police","Firearms","Assassination","Western Europe","Autumn"
1,1977,10,"Irish Republican Army (IRA)","Private Citizens & Property","Firearms","Armed Assault","Western Europe","Autumn"
1,1977,10,"Other","Government (General)","Firearms","Assassination","Western Europe","Autumn"
1,1977,10,"Irish Republican Army (IRA)","Military","Explosives","Bombing/Explosion","Western Europe","Autumn"
1,1977,11,"Irish Republican Army (IRA)","Military","Firearms","Assassination","Western Europe","Autumn"
1,1977,11,"Irish Republican Army (IRA)","Private Citizens & Property","Explosives","Bombing/Explosion","Western Europe","Autumn"
1,1977,11,"Basque Fatherland and Freedom (ETA)","Police","Firearms","Assassination","Western Europe","Autumn"
1,1977,11,"Basque Fatherland and Freedom (ETA)","Police","Firearms","Assassination","Western Europe","Autumn"
1,1977,11,"Other","Government (General)","Melee","Assassination","Western Europe","Autumn"
1,1977,12,"Other","Journalists & Media","Explosives","Bombing/Explosion","Western Europe","Winter"
1,1977,12,"Other","Private Citizens & Property","Firearms","Assassination","Western Europe","Winter"
1,1977,12,"Other","Private Citizens & Property","Firearms","Assassination","Western Europe","Winter"
3,1977,12,"Basque Fatherland and Freedom (ETA)","Police","Firearms","Assassination","Western Europe","Winter"
1,1977,12,"Irish Republican Army (IRA)","Military","Firearms","Assassination","Western Europe","Winter"
1,1977,12,"Protestant extremists","Private Citizens & Property","Firearms","Assassination","Western Europe","Winter"
1,1977,12,"Other","Private Citizens & Property","Firearms","Assassination","Western Europe","Winter"
1,1977,12,"Other","Journalists & Media","Firearms","Assassination","Western Europe","Winter"
1,1978,1,"Other","Business","Firearms","Assassination","Western Europe","Winter"
3,1978,1,"Other","Violent Political Party","Firearms","Assassination","Western Europe","Winter"
4,1978,1,"Other","Transportation","Explosives","Bombing/Explosion","Eastern Europe","Winter"
1,1978,1,"Irish Republican Army (IRA)","Military","Firearms","Armed Assault","Western Europe","Winter"
4,1978,1,"Other","Business","Incendiary","Facility/Infrastructure Attack","Western Europe","Winter"
1,1978,1,"Irish Republican Army (IRA)","Private Citizens & Property","Firearms","Armed Assault","Western Europe","Winter"
1,1978,2,"Irish Republican Army (IRA)","Police","Firearms","Armed Assault","Western Europe","Winter"
1,1978,2,"Irish Republican Army (IRA)","Military","Firearms","Assassination","Western Europe","Winter"
2,1978,2,"Irish Republican Army (IRA)","Private Citizens & Property","Explosives","Bombing/Explosion","Western Europe","Winter"
2,1978,2,"Ulster Volunteer Force (UVF)","Private Citizens & Property","Explosives","Bombing/Explosion","Western Europe","Winter"
1,1978,2,"Other","Government (General)","Firearms","Assassination","Western Europe","Winter"
14,1978,2,"Irish Republican Army (IRA)","Business","Explosives","Bombing/Explosion","Western Europe","Winter"
16,1978,2,"Other","Journalists & Media","Firearms","Assassination","Western Europe","Winter"
1,1978,2,"Basque Fatherland and Freedom (ETA)","Police","Firearms","Assassination","Western Europe","Winter"
1,1978,2,"Irish Republican Army (IRA)","Police","Firearms","Armed Assault","Western Europe","Winter"
1,1978,3,"Irish Republican Army (IRA)","Military","Firearms","Armed Assault","Western Europe","Spring"
2,1978,3,"Irish Republican Army (IRA)","Military","Firearms","Assassination","Western Europe","Spring"
2,1978,3,"Basque Fatherland and Freedom (ETA)","Police","Firearms","Assassination","Western Europe","Spring"
1,1978,3,"Irish Republican Army (IRA)","Military","Explosives","Bombing/Explosion","Western Europe","Spring"
2,1978,3,"Ulster Volunteer Force (UVF)","Terrorists/Non-State Militia","Firearms","Assassination","Western Europe","Spring"
